"","Month","MoY","SCODE","STATION","NAME","LATITUDE","LONGITUDE","DATE","Year","Day","DoY","Time","PRCP","TAVG","TMAX","TMIN","MAVG","MMAX","NormalMMAX"
"3606",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-27",2018,27,"05-27",10374,NA,24.1,27.3,20.9,24.3548387096774,28.1129032258065,27.9907427341227
"3608",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-31",2018,31,"05-31",10378,0,22.2,27.2,17.2,24.3548387096774,28.1129032258065,27.9907427341227
"3615",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-29",2018,29,"05-29",10376,NA,22.4,24.2,20.6,24.3548387096774,28.1129032258065,27.9907427341227
"3625",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-30",2018,30,"05-30",10377,NA,24.35,27.4,21.3,24.3548387096774,28.1129032258065,27.9907427341227
"3738",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-16",2018,16,"05-16",10363,NA,24.05,29.2,18.9,24.3548387096774,28.1129032258065,27.9907427341227
"3745",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-26",2018,26,"05-26",10373,NA,23.95,27.4,20.5,24.3548387096774,28.1129032258065,27.9907427341227
"3787",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-25",2018,25,"05-25",10372,NA,24.1,26.7,21.5,24.3548387096774,28.1129032258065,27.9907427341227
"3794",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-15",2018,15,"05-15",10362,NA,21.55,27.8,15.3,24.3548387096774,28.1129032258065,27.9907427341227
"3814",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-24",2018,24,"05-24",10371,NA,23.95,27.3,20.6,24.3548387096774,28.1129032258065,27.9907427341227
"3841",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-23",2018,23,"05-23",10370,NA,24.5,27.7,21.3,24.3548387096774,28.1129032258065,27.9907427341227
"3861",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-14",2018,14,"05-14",10361,0,22.1,27.9,16.3,24.3548387096774,28.1129032258065,27.9907427341227
"3868",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-22",2018,22,"05-22",10369,NA,24.4,26.8,22,24.3548387096774,28.1129032258065,27.9907427341227
"3931",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-21",2018,21,"05-21",10368,0,25,27.9,22.1,24.3548387096774,28.1129032258065,27.9907427341227
"3941",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-13",2018,13,"05-13",10360,0,23.9,28.3,19.5,24.3548387096774,28.1129032258065,27.9907427341227
"4013",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-20",2018,20,"05-20",10367,NA,23.5,25.6,21.4,24.3548387096774,28.1129032258065,27.9907427341227
"4021",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-12",2018,12,"05-12",10359,0,24.85,30.3,19.4,24.3548387096774,28.1129032258065,27.9907427341227
"4053",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-19",2018,19,"05-19",10366,NA,24.35,26.9,21.8,24.3548387096774,28.1129032258065,27.9907427341227
"4093",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-18",2018,18,"05-18",10365,1.6,24.4,27.4,21.4,24.3548387096774,28.1129032258065,27.9907427341227
"4102",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-11",2018,11,"05-11",10358,0,25.65,30.6,20.7,24.3548387096774,28.1129032258065,27.9907427341227
"4134",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-17",2018,17,"05-17",10364,NA,22.95,24.1,21.8,24.3548387096774,28.1129032258065,27.9907427341227
"4182",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-10",2018,10,"05-10",10357,0,25.9,30.5,21.3,24.3548387096774,28.1129032258065,27.9907427341227
"4236",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-09",2018,9,"05-09",10356,NA,26.15,29.9,22.4,24.3548387096774,28.1129032258065,27.9907427341227
"4303",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-08",2018,8,"05-08",10355,NA,25.45,29.5,21.4,24.3548387096774,28.1129032258065,27.9907427341227
"4318",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-04",2018,4,"05-04",10351,NA,24.95,29.8,20.1,24.3548387096774,28.1129032258065,27.9907427341227
"4344",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-07",2018,7,"05-07",10354,NA,25.8,29.7,21.9,24.3548387096774,28.1129032258065,27.9907427341227
"4358",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-06",2018,6,"05-06",10353,NA,25.4,29.2,21.6,24.3548387096774,28.1129032258065,27.9907427341227
"4385",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-05",2018,5,"05-05",10352,NA,26.7,30.1,23.3,24.3548387096774,28.1129032258065,27.9907427341227
"4413",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-03",2018,3,"05-03",10350,1.8,24.65,29,20.3,24.3548387096774,28.1129032258065,27.9907427341227
"4440",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-02",2018,2,"05-02",10349,NA,24.65,28.8,20.5,24.3548387096774,28.1129032258065,27.9907427341227
"4480",5,"2018-05","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-05-01",2018,1,"05-01",10348,NA,24.8,29.1,20.5,24.3548387096774,28.1129032258065,27.9907427341227
"4536",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-30",2018,30,"06-30",10408,NA,22.4,23.4,21.4,21.88,26.6766666666667,26.5115555555556
"4537",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-28",2018,28,"06-28",10406,NA,24.25,27.5,21,21.88,26.6766666666667,26.5115555555556
"4543",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-29",2018,29,"06-29",10407,NA,24.55,27.8,21.3,21.88,26.6766666666667,26.5115555555556
"4549",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-27",2018,27,"06-27",10405,NA,23.05,26.6,19.5,21.88,26.6766666666667,26.5115555555556
"4559",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-25",2018,25,"06-25",10403,1.4,22.95,26.7,19.2,21.88,26.6766666666667,26.5115555555556
"4562",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-26",2018,26,"06-26",10404,NA,23.1,27.1,19.1,21.88,26.6766666666667,26.5115555555556
"4576",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-24",2018,24,"06-24",10402,NA,21.65,23.8,19.5,21.88,26.6766666666667,26.5115555555556
"4590",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-23",2018,23,"06-23",10401,NA,21.6,24.1,19.1,21.88,26.6766666666667,26.5115555555556
"4637",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-20",2018,20,"06-20",10398,0,18.7,24.7,12.7,21.88,26.6766666666667,26.5115555555556
"4659",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-22",2018,22,"06-22",10400,NA,22.5,27.6,17.4,21.88,26.6766666666667,26.5115555555556
"4681",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-19",2018,19,"06-19",10397,0,21.25,24.6,17.9,21.88,26.6766666666667,26.5115555555556
"4686",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-21",2018,21,"06-21",10399,0,20,25.5,14.5,21.88,26.6766666666667,26.5115555555556
"4695",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-18",2018,18,"06-18",10396,0,22.75,26.8,18.7,21.88,26.6766666666667,26.5115555555556
"4722",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-17",2018,17,"06-17",10395,0,23.85,28,19.7,21.88,26.6766666666667,26.5115555555556
"4781",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-15",2018,15,"06-15",10393,0,23.55,28.8,18.3,21.88,26.6766666666667,26.5115555555556
"4803",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-16",2018,16,"06-16",10394,0,24.1,28.8,19.4,21.88,26.6766666666667,26.5115555555556
"4824",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-14",2018,14,"06-14",10392,0,20.9,27.4,14.4,21.88,26.6766666666667,26.5115555555556
"4851",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-13",2018,13,"06-13",10391,0,20.85,27.7,14,21.88,26.6766666666667,26.5115555555556
"4891",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-12",2018,12,"06-12",10390,0,20.75,27.3,14.2,21.88,26.6766666666667,26.5115555555556
"4931",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-11",2018,11,"06-11",10389,0,21.65,28.7,14.6,21.88,26.6766666666667,26.5115555555556
"4972",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-10",2018,10,"06-10",10388,0,24.25,28,20.5,21.88,26.6766666666667,26.5115555555556
"5012",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-09",2018,9,"06-09",10387,0,22.8,28.3,17.3,21.88,26.6766666666667,26.5115555555556
"5052",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-08",2018,8,"06-08",10386,0,23,27.4,18.6,21.88,26.6766666666667,26.5115555555556
"5067",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-03",2018,3,"06-03",10381,0,18.75,25.8,11.7,21.88,26.6766666666667,26.5115555555556
"5092",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-07",2018,7,"06-07",10385,NA,22.9,27,18.8,21.88,26.6766666666667,26.5115555555556
"5106",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-06",2018,6,"06-06",10384,NA,20,27.2,12.8,21.88,26.6766666666667,26.5115555555556
"5107",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-02",2018,2,"06-02",10380,0,20.25,26,14.5,21.88,26.6766666666667,26.5115555555556
"5134",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-01",2018,1,"06-01",10379,0,22.8,26,19.6,21.88,26.6766666666667,26.5115555555556
"5146",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-05",2018,5,"06-05",10383,NA,18.55,25.9,11.2,21.88,26.6766666666667,26.5115555555556
"5160",6,"2018-06","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-06-04",2018,4,"06-04",10382,0,18.7,25.8,11.6,21.88,26.6766666666667,26.5115555555556
"5436",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-31",2018,31,"07-31",10439,NA,20.65,27.9,13.4,22.2451612903226,26.8066666666667,26.1733046286329
"5447",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-30",2018,30,"07-30",10438,NA,22.45,28.7,16.2,22.2451612903226,26.8066666666667,26.1733046286329
"5456",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-26",2018,26,"07-26",10434,NA,21.7,27.3,16.1,22.2451612903226,26.8066666666667,26.1733046286329
"5458",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-29",2018,29,"07-29",10437,NA,20.75,27.3,14.2,22.2451612903226,26.8066666666667,26.1733046286329
"5471",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-28",2018,28,"07-28",10436,NA,20.7,26.3,15.1,22.2451612903226,26.8066666666667,26.1733046286329
"5475",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-27",2018,27,"07-27",10435,NA,21,27,15,22.2451612903226,26.8066666666667,26.1733046286329
"5486",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-25",2018,25,"07-25",10433,0,27.15,NA,27.15,22.2451612903226,26.8066666666667,26.1733046286329
"5513",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-24",2018,24,"07-24",10432,0,22.15,27,17.3,22.2451612903226,26.8066666666667,26.1733046286329
"5534",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-21",2018,21,"07-21",10429,0,22.4,27.7,17.1,22.2451612903226,26.8066666666667,26.1733046286329
"5556",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-23",2018,23,"07-23",10431,0,22.55,27.3,17.8,22.2451612903226,26.8066666666667,26.1733046286329
"5564",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-20",2018,20,"07-20",10428,0,21.3,27,15.6,22.2451612903226,26.8066666666667,26.1733046286329
"5583",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-22",2018,22,"07-22",10430,0,21.8,28.2,15.4,22.2451612903226,26.8066666666667,26.1733046286329
"5591",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-19",2018,19,"07-19",10427,0,23.05,26.1,20,22.2451612903226,26.8066666666667,26.1733046286329
"5605",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-18",2018,18,"07-18",10426,0,22.1,23.9,20.3,22.2451612903226,26.8066666666667,26.1733046286329
"5687",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-17",2018,17,"07-17",10425,0,21.5,27.7,15.3,22.2451612903226,26.8066666666667,26.1733046286329
"5764",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-16",2018,16,"07-16",10424,0,22.6,27.6,17.6,22.2451612903226,26.8066666666667,26.1733046286329
"5846",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-15",2018,15,"07-15",10423,0,20.85,26.4,15.3,22.2451612903226,26.8066666666667,26.1733046286329
"5885",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-13",2018,13,"07-13",10421,0,21.15,27.2,15.1,22.2451612903226,26.8066666666667,26.1733046286329
"5886",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-14",2018,14,"07-14",10422,0,21.2,26.6,15.8,22.2451612903226,26.8066666666667,26.1733046286329
"5925",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-12",2018,12,"07-12",10420,0,22.45,26.8,18.1,22.2451612903226,26.8066666666667,26.1733046286329
"5964",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-09",2018,9,"07-09",10417,NA,21.3,24,18.6,22.2451612903226,26.8066666666667,26.1733046286329
"5965",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-11",2018,11,"07-11",10419,0,22.4,26.3,18.5,22.2451612903226,26.8066666666667,26.1733046286329
"5992",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-10",2018,10,"07-10",10418,NA,19,24.5,13.5,22.2451612903226,26.8066666666667,26.1733046286329
"6003",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-07",2018,7,"07-07",10415,NA,23,28.6,17.4,22.2451612903226,26.8066666666667,26.1733046286329
"6004",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-08",2018,8,"07-08",10416,NA,23.8,27,20.6,22.2451612903226,26.8066666666667,26.1733046286329
"6043",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-06",2018,6,"07-06",10414,NA,23.6,27.7,19.5,22.2451612903226,26.8066666666667,26.1733046286329
"6070",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-05",2018,5,"07-05",10413,NA,23.15,26.7,19.6,22.2451612903226,26.8066666666667,26.1733046286329
"6112",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-04",2018,4,"07-04",10412,NA,23.7,27,20.4,22.2451612903226,26.8066666666667,26.1733046286329
"6139",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-03",2018,3,"07-03",10411,NA,23.8,27,20.6,22.2451612903226,26.8066666666667,26.1733046286329
"6153",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-02",2018,2,"07-02",10410,NA,23.1,25.9,20.3,22.2451612903226,26.8066666666667,26.1733046286329
"6193",7,"2018-07","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-07-01",2018,1,"07-01",10409,NA,23.25,25.5,21,22.2451612903226,26.8066666666667,26.1733046286329
"6363",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-27",2018,27,"08-27",10466,0,24.55,31.2,17.9,22.2483870967742,28.1451612903226,26.997093649085
"6380",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-28",2018,28,"08-28",10467,0,22.25,28.7,15.8,22.2483870967742,28.1451612903226,26.997093649085
"6381",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-29",2018,29,"08-29",10468,0,21.55,27.1,16,22.2483870967742,28.1451612903226,26.997093649085
"6395",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-31",2018,31,"08-31",10470,0,21.45,28.3,14.6,22.2483870967742,28.1451612903226,26.997093649085
"6424",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-30",2018,30,"08-30",10469,0,23.55,28.5,18.6,22.2483870967742,28.1451612903226,26.997093649085
"6490",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-26",2018,26,"08-26",10465,0,22.7,29.1,16.3,22.2483870967742,28.1451612903226,26.997093649085
"6533",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-24",2018,24,"08-24",10463,0,22.05,28.2,15.9,22.2483870967742,28.1451612903226,26.997093649085
"6555",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-16",2018,16,"08-16",10455,0,23.05,28.6,17.5,22.2483870967742,28.1451612903226,26.997093649085
"6574",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-25",2018,25,"08-25",10464,0,24.05,28.4,19.7,22.2483870967742,28.1451612903226,26.997093649085
"6600",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-22",2018,22,"08-22",10461,0,19.1,26.7,11.5,22.2483870967742,28.1451612903226,26.997093649085
"6641",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-23",2018,23,"08-23",10462,0,20.4,27.1,13.7,22.2483870967742,28.1451612903226,26.997093649085
"6665",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-14",2018,14,"08-14",10453,0,22.35,26.4,18.3,22.2483870967742,28.1451612903226,26.997093649085
"6666",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-15",2018,15,"08-15",10454,1.4,22.4,27.8,17,22.2483870967742,28.1451612903226,26.997093649085
"6718",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-21",2018,21,"08-21",10460,0,20,26.3,13.7,22.2483870967742,28.1451612903226,26.997093649085
"6731",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-12",2018,12,"08-12",10451,0,21.2,27.8,14.6,22.2483870967742,28.1451612903226,26.997093649085
"6732",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-13",2018,13,"08-13",10452,0,20.7,28.3,13.1,22.2483870967742,28.1451612903226,26.997093649085
"6800",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-19",2018,19,"08-19",10458,0,21.85,31,12.7,22.2483870967742,28.1451612903226,26.997093649085
"6801",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-20",2018,20,"08-20",10459,0,19.35,27.1,11.6,22.2483870967742,28.1451612903226,26.997093649085
"6840",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-18",2018,18,"08-18",10457,0,22.4,29.4,15.4,22.2483870967742,28.1451612903226,26.997093649085
"6880",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-17",2018,17,"08-17",10456,0,24.35,29.2,19.5,22.2483870967742,28.1451612903226,26.997093649085
"6891",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-10",2018,10,"08-10",10449,0,21.15,26.9,15.4,22.2483870967742,28.1451612903226,26.997093649085
"6892",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-11",2018,11,"08-11",10450,0,20.75,27,14.5,22.2483870967742,28.1451612903226,26.997093649085
"6970",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-08",2018,8,"08-08",10447,0,24.05,27.4,20.7,22.2483870967742,28.1451612903226,26.997093649085
"6971",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-09",2018,9,"08-09",10448,0,23.2,27.9,18.5,22.2483870967742,28.1451612903226,26.997093649085
"7049",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-06",2018,6,"08-06",10445,0,23.1,28.4,17.8,22.2483870967742,28.1451612903226,26.997093649085
"7050",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-07",2018,7,"08-07",10446,0,23.4,28.5,18.3,22.2483870967742,28.1451612903226,26.997093649085
"7116",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-05",2018,5,"08-05",10444,0,23.15,28.2,18.1,22.2483870967742,28.1451612903226,26.997093649085
"7157",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-04",2018,4,"08-04",10443,0,23.6,28.6,18.6,22.2483870967742,28.1451612903226,26.997093649085
"7197",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-02",2018,2,"08-02",10441,0,23.05,27.7,18.4,22.2483870967742,28.1451612903226,26.997093649085
"7198",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-03",2018,3,"08-03",10442,0,23.05,28.7,17.4,22.2483870967742,28.1451612903226,26.997093649085
"7224",8,"2018-08","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-08-01",2018,1,"08-01",10440,0,21.9,28,15.8,22.2483870967742,28.1451612903226,26.997093649085
