"","Month","MoY","SCODE","STATION","NAME","LATITUDE","LONGITUDE","DATE","Year","Day","DoY","Time","PRCP","TAVG","TMAX","TMIN","MAVG","MMAX","NormalMMAX"
"7292",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-30",2018,30,"09-30",10500,NA,25.45,29.9,21,23.8116666666667,29.52,28.6544444444444
"7296",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-27",2018,27,"09-27",10497,NA,23.75,29.9,17.6,23.8116666666667,29.52,28.6544444444444
"7297",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-28",2018,28,"09-28",10498,NA,22.2,29.5,14.9,23.8116666666667,29.52,28.6544444444444
"7298",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-26",2018,26,"09-26",10496,NA,23.8,29.3,18.3,23.8116666666667,29.52,28.6544444444444
"7305",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-29",2018,29,"09-29",10499,NA,25.45,30.2,20.7,23.8116666666667,29.52,28.6544444444444
"7389",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-25",2018,25,"09-25",10495,NA,24.25,29.3,19.2,23.8116666666667,29.52,28.6544444444444
"7425",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-14",2018,14,"09-14",10484,0,24.75,29.6,19.9,23.8116666666667,29.52,28.6544444444444
"7435",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-15",2018,15,"09-15",10485,0,24.6,30.1,19.1,23.8116666666667,29.52,28.6544444444444
"7485",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-23",2018,23,"09-23",10493,NA,23,26.8,19.2,23.8116666666667,29.52,28.6544444444444
"7486",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-24",2018,24,"09-24",10494,4.4,23.55,27.8,19.3,23.8116666666667,29.52,28.6544444444444
"7492",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-13",2018,13,"09-13",10483,0,24.9,30,19.8,23.8116666666667,29.52,28.6544444444444
"7539",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-21",2018,21,"09-21",10491,0,22.55,30.3,14.8,23.8116666666667,29.52,28.6544444444444
"7553",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-22",2018,22,"09-22",10492,NA,25.05,28.4,21.7,23.8116666666667,29.52,28.6544444444444
"7572",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-12",2018,12,"09-12",10482,0,24.8,28.9,20.7,23.8116666666667,29.52,28.6544444444444
"7602",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-20",2018,20,"09-20",10490,0,23.8,30.5,17.1,23.8116666666667,29.52,28.6544444444444
"7644",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-19",2018,19,"09-19",10489,0,24.5,29.8,19.2,23.8116666666667,29.52,28.6544444444444
"7652",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-11",2018,11,"09-11",10481,0,24.05,28.8,19.3,23.8116666666667,29.52,28.6544444444444
"7684",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-18",2018,18,"09-18",10488,0,25.75,30.1,21.4,23.8116666666667,29.52,28.6544444444444
"7724",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-17",2018,17,"09-17",10487,0,23,31.8,14.2,23.8116666666667,29.52,28.6544444444444
"7733",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-10",2018,10,"09-10",10480,0,23.5,30.2,16.8,23.8116666666667,29.52,28.6544444444444
"7813",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-09",2018,9,"09-09",10479,0,24.6,31.5,17.7,23.8116666666667,29.52,28.6544444444444
"7832",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-16",2018,16,"09-16",10486,0,23.45,29.5,17.4,23.8116666666667,29.52,28.6544444444444
"7880",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-08",2018,8,"09-08",10478,0,24.4,29.9,18.9,23.8116666666667,29.52,28.6544444444444
"7934",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-07",2018,7,"09-07",10477,0,24.7,30,19.4,23.8116666666667,29.52,28.6544444444444
"7975",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-06",2018,6,"09-06",10476,0,22.55,28.3,16.8,23.8116666666667,29.52,28.6544444444444
"7976",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-03",2018,3,"09-03",10473,0,23.95,31.9,16,23.8116666666667,29.52,28.6544444444444
"8002",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-05",2018,5,"09-05",10475,0,22.75,28.3,17.2,23.8116666666667,29.52,28.6544444444444
"8003",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-02",2018,2,"09-02",10472,0,22.1,28.6,15.6,23.8116666666667,29.52,28.6544444444444
"8029",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-04",2018,4,"09-04",10474,0,21.25,28.4,14.1,23.8116666666667,29.52,28.6544444444444
"8084",9,"2018-09","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-09-01",2018,1,"09-01",10471,0,21.9,28,15.8,23.8116666666667,29.52,28.6544444444444
"8192",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-30",2018,30,"10-30",10530,0,29.2,33,25.4,25.7822580645161,30.4193548387097,29.8776103336921
"8197",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-27",2018,27,"10-27",10527,0,24.9,30.6,19.2,25.7822580645161,30.4193548387097,29.8776103336921
"8199",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-31",2018,31,"10-31",10531,0,28.3,32.9,23.7,25.7822580645161,30.4193548387097,29.8776103336921
"8200",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-29",2018,29,"10-29",10529,0,27.05,32.2,21.9,25.7822580645161,30.4193548387097,29.8776103336921
"8208",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-28",2018,28,"10-28",10528,0,23.8,30.9,16.7,25.7822580645161,30.4193548387097,29.8776103336921
"8231",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-26",2018,26,"10-26",10526,0,28.2,33.1,23.3,25.7822580645161,30.4193548387097,29.8776103336921
"8262",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-25",2018,25,"10-25",10525,0,27.3,33.3,21.3,25.7822580645161,30.4193548387097,29.8776103336921
"8276",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-24",2018,24,"10-24",10524,0,26.7,31.4,22,25.7822580645161,30.4193548387097,29.8776103336921
"8297",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-21",2018,21,"10-21",10521,0,25.8,30.5,21.1,25.7822580645161,30.4193548387097,29.8776103336921
"8318",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-23",2018,23,"10-23",10523,0,27.2,30.7,23.7,25.7822580645161,30.4193548387097,29.8776103336921
"8340",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-20",2018,20,"10-20",10520,0,27.9,32.6,23.2,25.7822580645161,30.4193548387097,29.8776103336921
"8358",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-22",2018,22,"10-22",10522,0,25.95,30.3,21.6,25.7822580645161,30.4193548387097,29.8776103336921
"8367",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-19",2018,19,"10-19",10519,0,28,32.7,23.3,25.7822580645161,30.4193548387097,29.8776103336921
"8407",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-18",2018,18,"10-18",10518,0,26.2,30.6,21.8,25.7822580645161,30.4193548387097,29.8776103336921
"8440",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-16",2018,16,"10-16",10516,0,26.4,30,22.8,25.7822580645161,30.4193548387097,29.8776103336921
"8483",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-15",2018,15,"10-15",10515,0,26.65,29.9,23.4,25.7822580645161,30.4193548387097,29.8776103336921
"8502",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-17",2018,17,"10-17",10517,0,25.9,29.7,22.1,25.7822580645161,30.4193548387097,29.8776103336921
"8523",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-14",2018,14,"10-14",10514,NA,25.65,28.7,22.6,25.7822580645161,30.4193548387097,29.8776103336921
"8563",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-13",2018,13,"10-13",10513,NA,26.55,30,23.1,25.7822580645161,30.4193548387097,29.8776103336921
"8603",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-12",2018,12,"10-12",10512,NA,25.2,30.7,19.7,25.7822580645161,30.4193548387097,29.8776103336921
"8644",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-11",2018,11,"10-11",10511,NA,23.75,29.4,18.1,25.7822580645161,30.4193548387097,29.8776103336921
"8684",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-10",2018,10,"10-10",10510,NA,24.3,29.3,19.3,25.7822580645161,30.4193548387097,29.8776103336921
"8724",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-09",2018,9,"10-09",10509,NA,24.85,29.2,20.5,25.7822580645161,30.4193548387097,29.8776103336921
"8764",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-08",2018,8,"10-08",10508,0,24.55,28.7,20.4,25.7822580645161,30.4193548387097,29.8776103336921
"8779",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-04",2018,4,"10-04",10504,NA,23.35,29.3,17.4,25.7822580645161,30.4193548387097,29.8776103336921
"8791",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-07",2018,7,"10-07",10507,NA,25.45,29,21.9,25.7822580645161,30.4193548387097,29.8776103336921
"8806",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-03",2018,3,"10-03",10503,NA,23.55,27.8,19.3,25.7822580645161,30.4193548387097,29.8776103336921
"8818",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-06",2018,6,"10-06",10506,NA,24.45,29.1,19.8,25.7822580645161,30.4193548387097,29.8776103336921
"8832",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-05",2018,5,"10-05",10505,NA,22.05,28.6,15.5,25.7822580645161,30.4193548387097,29.8776103336921
"8846",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-02",2018,2,"10-02",10502,1,24.65,29,20.3,25.7822580645161,30.4193548387097,29.8776103336921
"8847",10,"2018-10","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-10-01",2018,1,"10-01",10501,NA,25.45,29.8,21.1,25.7822580645161,30.4193548387097,29.8776103336921
"9125",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-25",2018,25,"11-25",10556,0,30.45,36.4,24.5,28.3833333333333,33.7033333333333,31.0894327030033
"9143",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-29",2018,29,"11-29",10560,0,31.95,38.8,25.1,28.3833333333333,33.7033333333333,31.0894327030033
"9144",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-28",2018,28,"11-28",10559,2.6,33.35,40.5,26.2,28.3833333333333,33.7033333333333,31.0894327030033
"9156",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-30",2018,30,"11-30",10561,0,31,37.9,24.1,28.3833333333333,33.7033333333333,31.0894327030033
"9170",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-24",2018,24,"11-24",10555,NA,29.35,33.6,25.1,28.3833333333333,33.7033333333333,31.0894327030033
"9186",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-27",2018,27,"11-27",10558,NA,33.35,42.1,24.6,28.3833333333333,33.7033333333333,31.0894327030033
"9210",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-23",2018,23,"11-23",10554,NA,28.05,32.3,23.8,28.3833333333333,33.7033333333333,31.0894327030033
"9218",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-20",2018,20,"11-20",10551,0,26.7,31.8,21.6,28.3833333333333,33.7033333333333,31.0894327030033
"9226",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-22",2018,22,"11-22",10553,0,27.75,32.2,23.3,28.3833333333333,33.7033333333333,31.0894327030033
"9227",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-21",2018,21,"11-21",10552,0,27.35,31.6,23.1,28.3833333333333,33.7033333333333,31.0894327030033
"9288",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-18",2018,18,"11-18",10549,0,26.65,33,20.3,28.3833333333333,33.7033333333333,31.0894327030033
"9289",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-17",2018,17,"11-17",10548,0,25.95,32.5,19.4,28.3833333333333,33.7033333333333,31.0894327030033
"9290",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-19",2018,19,"11-19",10550,0,27.75,33.2,22.3,28.3833333333333,33.7033333333333,31.0894327030033
"9309",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-26",2018,26,"11-26",10557,0,33.75,42.6,24.9,28.3833333333333,33.7033333333333,31.0894327030033
"9358",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-16",2018,16,"11-16",10547,0,27.7,33.1,22.3,28.3833333333333,33.7033333333333,31.0894327030033
"9435",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-15",2018,15,"11-15",10546,0,27.95,33.3,22.6,28.3833333333333,33.7033333333333,31.0894327030033
"9517",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-13",2018,13,"11-13",10544,0,26.85,32.5,21.2,28.3833333333333,33.7033333333333,31.0894327030033
"9556",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-11",2018,11,"11-11",10542,NA,27.9,32.2,23.6,28.3833333333333,33.7033333333333,31.0894327030033
"9557",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-12",2018,12,"11-12",10543,0.4,28.2,33.1,23.3,28.3833333333333,33.7033333333333,31.0894327030033
"9558",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-14",2018,14,"11-14",10545,0,27.4,32.6,22.2,28.3833333333333,33.7033333333333,31.0894327030033
"9636",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-09",2018,9,"11-09",10540,NA,28.5,33.1,23.9,28.3833333333333,33.7033333333333,31.0894327030033
"9637",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-10",2018,10,"11-10",10541,NA,27.9,32.4,23.4,28.3833333333333,33.7033333333333,31.0894327030033
"9674",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-05",2018,5,"11-05",10536,0,26.8,30.5,23.1,28.3833333333333,33.7033333333333,31.0894327030033
"9675",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-07",2018,7,"11-07",10538,NA,25.5,30.5,20.5,28.3833333333333,33.7033333333333,31.0894327030033
"9676",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-08",2018,8,"11-08",10539,NA,26.25,31.2,21.3,28.3833333333333,33.7033333333333,31.0894327030033
"9714",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-04",2018,4,"11-04",10535,NA,27.75,31.8,23.7,28.3833333333333,33.7033333333333,31.0894327030033
"9715",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-06",2018,6,"11-06",10537,NA,26.9,31.3,22.5,28.3833333333333,33.7033333333333,31.0894327030033
"9783",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-03",2018,3,"11-03",10534,NA,27.1,31.1,23.1,28.3833333333333,33.7033333333333,31.0894327030033
"9823",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-02",2018,2,"11-02",10533,20.8,27,31,23,28.3833333333333,33.7033333333333,31.0894327030033
"9824",11,"2018-11","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-11-01",2018,1,"11-01",10532,NA,28.4,32.9,23.9,28.3833333333333,33.7033333333333,31.0894327030033
"10839",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-03",2018,3,"12-03",10564,0,29.55,33.9,25.2,28.0338709677419,31.8451612903226,31.7397201291712
"10840",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-04",2018,4,"12-04",10565,NA,30.3,34.5,26.1,28.0338709677419,31.8451612903226,31.7397201291712
"10841",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-05",2018,5,"12-05",10566,NA,29.6,33.2,26,28.0338709677419,31.8451612903226,31.7397201291712
"10842",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-06",2018,6,"12-06",10567,4,29,34.3,23.7,28.0338709677419,31.8451612903226,31.7397201291712
"10843",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-07",2018,7,"12-07",10568,NA,28.7,33.7,23.7,28.0338709677419,31.8451612903226,31.7397201291712
"10844",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-08",2018,8,"12-08",10569,NA,25.9,29.5,22.3,28.0338709677419,31.8451612903226,31.7397201291712
"10845",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-09",2018,9,"12-09",10570,NA,24.8,26.1,23.5,28.0338709677419,31.8451612903226,31.7397201291712
"10846",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-10",2018,10,"12-10",10571,169.6,26.35,29.6,23.1,28.0338709677419,31.8451612903226,31.7397201291712
"10847",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-11",2018,11,"12-11",10572,6.8,28.1,31.3,24.9,28.0338709677419,31.8451612903226,31.7397201291712
"10848",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-12",2018,12,"12-12",10573,NA,28.6,32.1,25.1,28.0338709677419,31.8451612903226,31.7397201291712
"10849",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-13",2018,13,"12-13",10574,0.4,28.45,31.9,25,28.0338709677419,31.8451612903226,31.7397201291712
"10850",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-14",2018,14,"12-14",10575,NA,26.3,30,22.6,28.0338709677419,31.8451612903226,31.7397201291712
"10851",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-15",2018,15,"12-15",10576,NA,27.7,30.1,25.3,28.0338709677419,31.8451612903226,31.7397201291712
"10852",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-16",2018,16,"12-16",10577,NA,30.3,35.7,24.9,28.0338709677419,31.8451612903226,31.7397201291712
"10853",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-17",2018,17,"12-17",10578,0,29.55,37.2,21.9,28.0338709677419,31.8451612903226,31.7397201291712
"10854",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-18",2018,18,"12-18",10579,0,29.8,38.1,21.5,28.0338709677419,31.8451612903226,31.7397201291712
"10855",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-19",2018,19,"12-19",10580,NA,28.4,32.5,24.3,28.0338709677419,31.8451612903226,31.7397201291712
"10856",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-20",2018,20,"12-20",10581,3.2,29.45,33.9,25,28.0338709677419,31.8451612903226,31.7397201291712
"10857",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-21",2018,21,"12-21",10582,0,29.1,33.6,24.6,28.0338709677419,31.8451612903226,31.7397201291712
"10858",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-22",2018,22,"12-22",10583,NA,29.3,32.8,25.8,28.0338709677419,31.8451612903226,31.7397201291712
"10859",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-23",2018,23,"12-23",10584,NA,28.6,32.7,24.5,28.0338709677419,31.8451612903226,31.7397201291712
"10860",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-24",2018,24,"12-24",10585,51.2,25.75,27.6,23.9,28.0338709677419,31.8451612903226,31.7397201291712
"10861",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-25",2018,25,"12-25",10586,NA,26.9,29.9,23.9,28.0338709677419,31.8451612903226,31.7397201291712
"10862",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-26",2018,26,"12-26",10587,NA,25.8,27.2,24.4,28.0338709677419,31.8451612903226,31.7397201291712
"10863",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-27",2018,27,"12-27",10588,NA,26.5,28.8,24.2,28.0338709677419,31.8451612903226,31.7397201291712
"10864",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-28",2018,28,"12-28",10589,NA,27.5,30.3,24.7,28.0338709677419,31.8451612903226,31.7397201291712
"10865",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-29",2018,29,"12-29",10590,NA,26.8,29.2,24.4,28.0338709677419,31.8451612903226,31.7397201291712
"10866",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-30",2018,30,"12-30",10591,NA,26.35,28.9,23.8,28.0338709677419,31.8451612903226,31.7397201291712
"10867",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-31",2018,31,"12-31",10592,474,27.4,30,24.8,28.0338709677419,31.8451612903226,31.7397201291712
"10877",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-01",2018,1,"12-01",10562,0,28.75,34.9,22.6,28.0338709677419,31.8451612903226,31.7397201291712
"10878",12,"2018-12","S002","ASN00031011","CAIRNS AERO, AS",-16.8736,145.7458,"2018-12-02",2018,2,"12-02",10563,0,29.45,33.7,25.2,28.0338709677419,31.8451612903226,31.7397201291712
